Arrival Time,Total Time,Time in System,Rx HWQ Time,SWQ Time,Tx HWQ Time,Request Service Time,Preempt Count,Steal Count,Original Queue,Total Queue Length,Queue Checks,Requeue Wait Time
582692,5548,5427,288,140,122,5000,0,0,None,None,0,0
591366,5534,5413,274,140,122,5000,0,0,None,None,0,0
596879,5781,5460,321,140,322,5000,0,0,None,None,0,0
597634,5486,5405,266,140,82,5000,0,0,None,None,0,0
599249,5531,5390,251,140,142,5000,0,0,None,None,0,0
601527,5513,5412,273,140,102,5000,0,0,None,None,0,0
602287,5513,5352,213,140,162,5000,0,0,None,None,0,0
602697,5463,5402,263,140,62,5000,0,0,None,None,0,0
604853,5467,5366,227,140,102,5000,0,0,None,None,0,0
607383,5497,5396,257,140,102,5000,0,0,None,None,0,0
616170,5470,5349,210,140,122,5000,0,0,None,None,0,0
620381,5519,5438,299,140,82,5000,0,0,None,None,0,0
621181,5579,5438,299,140,142,5000,0,0,None,None,0,0
630783,5537,5416,277,140,122,5000,0,0,None,None,0,0
632592,5488,5407,268,140,82,5000,0,0,None,None,0,0
642203,5537,5416,277,140,122,5000,0,0,None,None,0,0
642316,5684,5603,464,140,82,5000,0,0,None,None,0,0
648244,5516,5395,256,140,122,5000,0,0,None,None,0,0
649954,5466,5385,246,140,82,5000,0,0,None,None,0,0
652051,5529,5388,249,140,142,5000,0,0,None,None,0,0
659023,5517,5396,257,140,122,5000,0,0,None,None,0,0
676566,5534,5413,274,140,122,5000,0,0,None,None,0,0
681737,5423,5342,203,140,82,5000,0,0,None,None,0,0
699374,5546,5425,286,140,122,5000,0,0,None,None,0,0
713036,5544,5423,284,140,122,5000,0,0,None,None,0,0
715077,5463,5382,243,140,82,5000,0,0,None,None,0,0
715886,5514,5373,234,140,142,5000,0,0,None,None,0,0
717816,5444,5343,204,140,102,5000,0,0,None,None,0,0
724860,5560,5439,300,140,122,5000,0,0,None,None,0,0
726264,5616,5435,296,140,182,5000,0,0,None,None,0,0
731478,5462,5381,242,140,82,5000,0,0,None,None,0,0
734435,5465,5384,245,140,82,5000,0,0,None,None,0,0
739943,5517,5396,257,140,122,5000,0,0,None,None,0,0
740800,5520,5439,300,140,82,5000,0,0,None,None,0,0
758574,5506,5385,246,140,122,5000,0,0,None,None,0,0
759189,5451,5370,231,140,82,5000,0,0,None,None,0,0
766772,5528,5407,268,140,122,5000,0,0,None,None,0,0
779015,5545,5424,285,140,122,5000,0,0,None,None,0,0
794486,5534,5413,274,140,122,5000,0,0,None,None,0,0
800374,5506,5385,246,140,122,5000,0,0,None,None,0,0
804204,5436,5355,216,140,82,5000,0,0,None,None,0,0
817273,5627,5406,267,140,222,5000,0,0,None,None,0,0
820148,5512,5431,292,140,82,5000,0,0,None,None,0,0
821530,5490,5349,210,140,142,5000,0,0,None,None,0,0
822516,5464,5363,224,140,102,5000,0,0,None,None,0,0
823532,5508,5407,268,140,102,5000,0,0,None,None,0,0
836268,5732,5411,272,140,322,5000,0,0,None,None,0,0
841570,5490,5409,270,140,82,5000,0,0,None,None,0,0
860292,5528,5407,268,140,122,5000,0,0,None,None,0,0
865079,5501,5420,281,140,82,5000,0,0,None,None,0,0
880757,5483,5362,223,140,122,5000,0,0,None,None,0,0
883303,5497,5416,277,140,82,5000,0,0,None,None,0,0
890164,5496,5375,236,140,122,5000,0,0,None,None,0,0
891070,5450,5369,230,140,82,5000,0,0,None,None,0,0
932791,5489,5368,229,140,122,5000,0,0,None,None,0,0
934778,5462,5381,242,140,82,5000,0,0,None,None,0,0
938799,5501,5420,281,140,82,5000,0,0,None,None,0,0
943407,5453,5372,233,140,82,5000,0,0,None,None,0,0
947314,5506,5425,286,140,82,5000,0,0,None,None,0,0
961469,5511,5390,251,140,122,5000,0,0,None,None,0,0
969670,5470,5349,210,140,122,5000,0,0,None,None,0,0
977978,5522,5401,262,140,122,5000,0,0,None,None,0,0
983635,5525,5404,265,140,122,5000,0,0,None,None,0,0
992432,-992431,5367,228,140,-997797,5000,0,0,None,None,0,0
